date,hour,employee_id,employee_name,hours_worked,customer_traffic,transactions,sales_revenue,sales_target,product_category,units_sold,accessory_sales,customer_rating,wait_time_minutes
2026-01-04,9,E004,Liam,1,5,1,266.11,375.0,Mobile,2,0,4.5,4.2
2026-01-04,9,E001,Ava,1,4,1,184.54,375.0,Services,3,0,4.7,3.7
2026-01-04,10,E002,Noah,1,9,4,706.59,375.0,Mobile,7,1,4.0,4.7
2026-01-04,10,E005,Zara,1,7,3,109.5,375.0,Accessories,6,2,4.1,2.2
2026-01-04,10,E006,Arjun,1,7,2,375.86,375.0,Internet,5,1,3.5,6.8
2026-01-04,11,E001,Ava,1,5,1,113.49,375.0,Internet,4,0,3.8,4.7
2026-01-04,11,E003,Mia,1,5,2,273.09,375.0,Services,2,1,3.9,4.2
2026-01-04,11,E004,Liam,1,7,3,638.86,375.0,Services,4,0,4.0,4.5
2026-01-04,12,E005,Zara,1,3,1,118.95,379.69,Accessories,5,0,4.3,5.8
2026-01-04,12,E004,Liam,1,8,3,561.25,379.69,Mobile,3,1,4.0,4.5
2026-01-04,12,E003,Mia,1,3,1,226.69,379.69,Internet,3,0,4.4,5.2
2026-01-04,12,E006,Arjun,1,6,2,525.3,379.69,Accessories,3,0,4.1,3.0
2026-01-04,13,E003,Mia,1,11,3,727.37,506.25,Accessories,5,2,3.9,6.0
2026-01-04,13,E001,Ava,1,12,4,889.99,506.25,Accessories,7,2,4.3,5.8
2026-01-04,13,E004,Liam,1,5,1,167.41,506.25,Mobile,4,0,3.6,8.0
2026-01-04,14,E006,Arjun,1,3,1,159.93,281.25,Accessories,2,0,4.6,2.7
2026-01-04,14,E004,Liam,1,3,1,196.09,281.25,Services,3,0,4.3,4.8
2026-01-04,14,E003,Mia,1,5,2,135.54,281.25,Services,6,1,4.3,3.2
2026-01-04,14,E001,Ava,1,5,2,401.28,281.25,Internet,4,1,4.3,3.5
2026-01-04,15,E005,Zara,1,6,2,402.18,375.0,Accessories,6,0,4.6,3.4
2026-01-04,15,E003,Mia,1,6,2,469.02,375.0,Accessories,3,0,3.8,4.5
2026-01-04,15,E001,Ava,1,6,2,380.5,375.0,Services,2,1,4.4,2.9
2026-01-04,16,E003,Mia,1,15,7,1657.75,759.38,Services,11,1,4.3,4.4
2026-01-04,16,E004,Liam,1,13,4,1081.28,759.38,Accessories,7,2,4.4,4.9
2026-01-04,17,E004,Liam,1,17,6,1667.37,759.38,Accessories,10,4,4.0,7.0
2026-01-04,17,E006,Arjun,1,14,6,1416.55,759.38,Mobile,9,1,4.4,6.3
2026-01-05,9,E005,Zara,1,10,5,1245.61,450.0,Internet,6,2,4.0,5.4
2026-01-05,9,E002,Noah,1,10,3,549.06,450.0,Mobile,4,1,4.0,8.5
2026-01-05,10,E001,Ava,1,8,2,389.57,450.0,Mobile,2,0,4.0,5.3
2026-01-05,10,E003,Mia,1,8,2,448.38,450.0,Mobile,6,1,4.3,3.8
2026-01-05,11,E005,Zara,1,1,0,0.0,225.0,Services,3,0,4.3,3.3
2026-01-05,11,E003,Mia,1,4,1,194.24,225.0,Services,3,0,3.9,3.5
2026-01-05,11,E004,Liam,1,2,1,207.72,225.0,Mobile,4,0,4.6,1.9
2026-01-05,11,E006,Arjun,1,5,1,220.44,225.0,Services,2,0,4.6,1.9
2026-01-05,12,E004,Liam,1,5,2,375.43,405.0,Mobile,5,0,4.2,4.9
2026-01-05,12,E001,Ava,1,6,2,313.84,405.0,Accessories,3,1,4.1,3.1
2026-01-05,12,E003,Mia,1,6,2,603.5,405.0,Accessories,5,1,4.2,2.4
2026-01-05,13,E001,Ava,1,5,2,478.6,405.0,Services,6,0,4.3,3.0
2026-01-05,13,E005,Zara,1,2,1,86.82,405.0,Accessories,5,0,4.2,3.7
2026-01-05,13,E002,Noah,1,5,2,439.33,405.0,Services,4,0,4.6,1.2
2026-01-05,14,E002,Noah,1,8,3,500.76,450.0,Mobile,4,1,4.1,5.3
2026-01-05,14,E001,Ava,1,4,1,188.6,450.0,Services,5,0,4.3,5.5
2026-01-05,15,E002,Noah,1,4,1,232.04,300.0,Services,5,0,4.2,3.7
2026-01-05,15,E005,Zara,1,4,1,247.46,300.0,Services,2,0,4.0,6.6
2026-01-05,15,E001,Ava,1,5,2,351.63,300.0,Accessories,5,1,4.5,4.1
2026-01-05,16,E004,Liam,1,16,6,1293.24,607.5,Services,8,3,4.0,4.4
2026-01-05,16,E001,Ava,1,15,7,1701.13,607.5,Services,11,3,4.0,5.9
2026-01-05,17,E002,Noah,1,8,2,344.8,607.5,Mobile,4,0,4.1,5.6
2026-01-05,17,E004,Liam,1,9,3,609.3,607.5,Internet,5,1,4.0,6.7
2026-01-06,9,E002,Noah,1,9,4,1144.21,450.0,Services,4,1,3.9,5.0
2026-01-06,9,E005,Zara,1,7,1,109.46,450.0,Mobile,3,0,4.3,2.0
2026-01-06,10,E004,Liam,1,4,1,264.69,300.0,Mobile,1,0,4.2,4.7
2026-01-06,10,E003,Mia,1,4,1,166.73,300.0,Mobile,4,0,4.0,6.0
2026-01-06,10,E005,Zara,1,2,0,0.0,300.0,Accessories,3,0,4.6,3.2
2026-01-06,11,E001,Ava,1,4,2,295.78,225.0,Accessories,3,0,4.4,4.3
2026-01-06,11,E005,Zara,1,3,1,193.73,225.0,Accessories,3,0,4.4,5.3
2026-01-06,11,E002,Noah,1,3,1,282.87,225.0,Accessories,2,0,4.2,3.4
2026-01-06,11,E006,Arjun,1,3,1,284.67,225.0,Services,4,0,4.2,3.7
2026-01-06,12,E006,Arjun,1,9,4,1021.61,607.5,Internet,8,1,4.3,4.7
2026-01-06,12,E005,Zara,1,9,4,1202.08,607.5,Mobile,5,0,3.9,10.4
2026-01-06,13,E003,Mia,1,4,1,256.2,303.75,Internet,2,0,4.6,2.3
2026-01-06,13,E005,Zara,1,5,2,391.31,303.75,Services,5,0,4.9,4.3
2026-01-06,13,E002,Noah,1,6,2,357.74,303.75,Services,5,0,4.3,2.7
2026-01-06,13,E006,Arjun,1,6,3,566.04,303.75,Accessories,7,0,4.6,4.1
2026-01-06,14,E001,Ava,1,3,1,328.19,225.0,Services,2,0,4.4,6.0
2026-01-06,14,E003,Mia,1,6,1,162.44,225.0,Mobile,3,0,4.4,4.4
2026-01-06,14,E006,Arjun,1,3,1,232.82,225.0,Services,3,0,4.4,4.4
2026-01-06,14,E004,Liam,1,3,1,193.45,225.0,Internet,1,0,4.5,2.5
2026-01-06,15,E006,Arjun,1,4,1,239.27,225.0,Mobile,5,0,4.6,4.5
2026-01-06,15,E005,Zara,1,6,2,313.89,225.0,Services,3,0,4.2,5.0
2026-01-06,15,E004,Liam,1,5,2,317.1,225.0,Mobile,6,1,4.3,3.7
2026-01-06,15,E001,Ava,1,2,0,0.0,225.0,Mobile,3,0,4.3,3.9
2026-01-06,16,E001,Ava,1,7,3,687.02,303.75,Services,4,2,3.7,2.7
2026-01-06,16,E005,Zara,1,3,0,0.0,303.75,Mobile,3,0,4.3,4.8
2026-01-06,16,E003,Mia,1,7,2,506.84,303.75,Internet,5,1,4.2,3.1
2026-01-06,16,E006,Arjun,1,4,2,573.45,303.75,Services,4,0,3.8,4.5
2026-01-06,17,E003,Mia,1,9,3,668.05,405.0,Internet,3,1,4.5,4.1
2026-01-06,17,E002,Noah,1,10,3,589.06,405.0,Services,3,1,4.5,4.6
2026-01-06,17,E004,Liam,1,10,5,631.2,405.0,Mobile,7,2,3.8,5.6
2026-01-07,9,E006,Arjun,1,8,4,606.71,450.0,Internet,5,2,4.2,2.3
2026-01-07,9,E004,Liam,1,8,4,996.61,450.0,Internet,6,1,4.1,5.3
2026-01-07,10,E004,Liam,1,1,0,0.0,300.0,Services,2,0,4.4,5.3
2026-01-07,10,E001,Ava,1,1,0,0.0,300.0,Services,3,0,3.9,5.3
2026-01-07,10,E002,Noah,1,2,0,0.0,300.0,Mobile,0,0,4.0,4.9
2026-01-07,11,E006,Arjun,1,3,1,195.92,300.0,Internet,3,0,3.7,3.7
2026-01-07,11,E003,Mia,1,7,2,473.28,300.0,Accessories,3,0,3.9,5.0
2026-01-07,11,E001,Ava,1,7,1,241.93,300.0,Services,2,0,4.3,5.3
2026-01-07,12,E001,Ava,1,3,1,237.67,303.75,Internet,5,0,3.8,5.4
2026-01-07,12,E002,Noah,1,4,1,99.29,303.75,Internet,1,0,4.2,3.8
2026-01-07,12,E003,Mia,1,5,1,317.72,303.75,Accessories,3,0,4.6,3.8
2026-01-07,12,E004,Liam,1,5,2,292.87,303.75,Accessories,3,1,4.1,3.6
2026-01-07,13,E001,Ava,1,8,2,413.04,303.75,Accessories,6,0,4.0,5.0
2026-01-07,13,E006,Arjun,1,4,1,173.7,303.75,Mobile,2,0,4.1,3.7
2026-01-07,13,E005,Zara,1,5,1,156.97,303.75,Accessories,3,0,4.0,4.8
2026-01-07,13,E004,Liam,1,7,3,616.54,303.75,Mobile,5,1,4.3,4.9
2026-01-07,14,E001,Ava,1,9,5,865.12,450.0,Accessories,8,1,4.0,5.2
2026-01-07,14,E003,Mia,1,10,3,665.88,450.0,Mobile,7,1,4.4,5.4
2026-01-07,15,E005,Zara,1,4,2,542.13,300.0,Internet,5,0,4.3,4.4
2026-01-07,15,E004,Liam,1,4,2,300.58,300.0,Internet,5,0,4.5,2.7
2026-01-07,15,E002,Noah,1,3,1,164.53,300.0,Mobile,5,0,4.6,4.8
2026-01-07,16,E001,Ava,1,8,4,643.82,607.5,Mobile,5,1,3.9,4.9
2026-01-07,16,E004,Liam,1,11,6,1386.33,607.5,Internet,9,3,4.5,6.8
2026-01-07,17,E004,Liam,1,12,4,654.89,607.5,Accessories,6,2,4.2,3.7
2026-01-07,17,E005,Zara,1,10,4,788.21,607.5,Mobile,7,2,4.2,5.6
2026-01-08,9,E004,Liam,1,4,1,123.11,225.0,Mobile,4,0,4.3,3.3
2026-01-08,9,E003,Mia,1,2,0,0.0,225.0,Services,3,0,4.1,3.1
2026-01-08,9,E002,Noah,1,4,1,237.72,225.0,Services,2,0,4.5,3.8
2026-01-08,9,E005,Zara,1,2,0,0.0,225.0,Accessories,4,0,4.7,2.3
2026-01-08,10,E003,Mia,1,6,2,670.02,450.0,Services,4,1,3.9,4.0
2026-01-08,10,E005,Zara,1,6,2,599.2,450.0,Services,4,0,4.0,3.6
2026-01-08,11,E002,Noah,1,4,2,352.33,300.0,Accessories,4,1,4.3,5.1
2026-01-08,11,E003,Mia,1,7,3,525.96,300.0,Mobile,4,0,4.1,3.9
2026-01-08,11,E001,Ava,1,4,1,198.31,300.0,Internet,4,0,3.9,3.7
2026-01-08,12,E005,Zara,1,9,4,1020.98,607.5,Mobile,5,2,4.1,4.6
2026-01-08,12,E002,Noah,1,13,5,984.91,607.5,Mobile,9,1,3.7,5.3
2026-01-08,13,E001,Ava,1,12,5,878.41,607.5,Mobile,7,3,4.0,7.2
2026-01-08,13,E004,Liam,1,14,5,672.29,607.5,Services,9,2,4.5,6.1
2026-01-08,14,E002,Noah,1,5,2,416.78,300.0,Internet,4,1,3.8,4.8
2026-01-08,14,E001,Ava,1,3,0,0.0,300.0,Mobile,3,0,4.3,3.5
2026-01-08,14,E003,Mia,1,5,2,382.94,300.0,Accessories,4,0,4.0,4.8
2026-01-08,15,E005,Zara,1,6,3,651.06,300.0,Accessories,6,1,3.9,6.0
2026-01-08,15,E006,Arjun,1,7,2,273.95,300.0,Services,4,0,4.8,4.8
2026-01-08,15,E001,Ava,1,7,3,495.3,300.0,Internet,7,2,4.3,3.5
2026-01-08,16,E006,Arjun,1,8,3,386.89,607.5,Internet,3,2,4.5,5.3
2026-01-08,16,E005,Zara,1,10,3,588.53,607.5,Services,5,2,4.4,3.0
2026-01-08,17,E004,Liam,1,14,4,819.79,607.5,Mobile,4,2,4.0,5.3
2026-01-08,17,E002,Noah,1,11,5,1040.47,607.5,Mobile,5,2,4.1,4.2
2026-01-09,9,E004,Liam,1,6,2,523.88,450.0,Services,5,0,4.3,5.6
2026-01-09,9,E001,Ava,1,5,1,268.69,450.0,Services,5,0,4.1,4.7
2026-01-09,10,E001,Ava,1,5,2,403.47,450.0,Services,6,0,4.4,3.5
2026-01-09,10,E006,Arjun,1,4,1,291.63,450.0,Mobile,1,0,4.1,3.4
2026-01-09,11,E002,Noah,1,6,2,279.89,450.0,Internet,2,0,4.5,3.2
2026-01-09,11,E001,Ava,1,6,2,229.78,450.0,Accessories,3,1,4.7,3.8
2026-01-09,12,E002,Noah,1,4,2,408.02,405.0,Internet,5,0,4.3,6.9
2026-01-09,12,E003,Mia,1,4,1,62.76,405.0,Internet,4,0,4.1,4.3
2026-01-09,12,E006,Arjun,1,7,2,486.71,405.0,Internet,6,0,4.0,4.8
2026-01-09,13,E004,Liam,1,3,1,247.05,303.75,Internet,1,0,4.1,4.7
2026-01-09,13,E006,Arjun,1,8,3,592.96,303.75,Internet,3,0,4.3,4.1
2026-01-09,13,E002,Noah,1,4,0,0.0,303.75,Internet,2,0,4.1,5.0
2026-01-09,13,E005,Zara,1,7,2,545.6,303.75,Internet,3,1,4.1,4.3
2026-01-09,14,E003,Mia,1,2,0,0.0,225.0,Accessories,3,0,4.3,5.1
2026-01-09,14,E006,Arjun,1,1,0,0.0,225.0,Mobile,3,0,3.9,5.0
2026-01-09,14,E004,Liam,1,3,1,159.74,225.0,Internet,2,0,4.3,3.1
2026-01-09,14,E002,Noah,1,5,1,210.35,225.0,Services,3,0,3.6,5.1
2026-01-09,15,E002,Noah,1,4,1,315.64,300.0,Mobile,1,0,4.2,4.0
2026-01-09,15,E006,Arjun,1,3,0,0.0,300.0,Services,1,0,4.1,3.0
2026-01-09,15,E004,Liam,1,3,1,201.75,300.0,Accessories,5,0,4.2,5.2
2026-01-09,16,E006,Arjun,1,4,2,353.96,303.75,Accessories,3,0,4.3,1.9
2026-01-09,16,E004,Liam,1,5,1,268.98,303.75,Mobile,2,0,4.3,3.7
2026-01-09,16,E002,Noah,1,7,2,241.15,303.75,Mobile,2,0,4.5,2.9
2026-01-09,16,E001,Ava,1,3,0,0.0,303.75,Mobile,2,0,4.2,5.2
2026-01-09,17,E002,Noah,1,10,4,1287.76,607.5,Accessories,8,2,4.6,6.4
2026-01-09,17,E005,Zara,1,11,5,1068.4,607.5,Mobile,6,3,3.9,4.9
2026-01-10,9,E004,Liam,1,6,2,359.63,281.25,Services,2,1,4.2,4.4
2026-01-10,9,E005,Zara,1,5,2,300.19,281.25,Accessories,6,0,4.3,3.0
2026-01-10,9,E003,Mia,1,4,1,151.14,281.25,Services,2,0,4.1,5.2
2026-01-10,9,E002,Noah,1,6,2,471.69,281.25,Internet,2,0,4.0,2.2
2026-01-10,10,E004,Liam,1,9,4,489.82,281.25,Services,4,1,4.3,5.0
2026-01-10,10,E003,Mia,1,8,3,673.22,281.25,Services,7,0,4.1,3.5
2026-01-10,10,E005,Zara,1,8,3,678.31,281.25,Internet,7,2,4.7,2.5
2026-01-10,10,E001,Ava,1,6,2,358.42,281.25,Services,4,0,4.2,3.9
2026-01-10,11,E003,Mia,1,11,6,1078.99,562.5,Accessories,9,3,4.3,5.3
2026-01-10,11,E006,Arjun,1,12,5,1196.35,562.5,Internet,7,2,3.8,4.1
2026-01-10,12,E003,Mia,1,10,4,685.21,506.25,Accessories,7,3,4.2,5.8
2026-01-10,12,E005,Zara,1,9,4,639.1,506.25,Internet,4,3,4.9,6.5
2026-01-10,12,E002,Noah,1,10,3,805.67,506.25,Services,4,1,4.1,4.8
2026-01-10,13,E004,Liam,1,8,3,487.85,379.69,Services,6,2,3.9,5.3
2026-01-10,13,E002,Noah,1,9,2,367.31,379.69,Mobile,4,1,3.8,5.4
2026-01-10,13,E003,Mia,1,9,4,772.23,379.69,Services,8,0,4.6,4.2
2026-01-10,13,E001,Ava,1,8,3,599.34,379.69,Internet,6,0,4.2,5.5
2026-01-10,14,E005,Zara,1,4,2,418.18,281.25,Internet,4,0,4.2,4.5
2026-01-10,14,E006,Arjun,1,3,1,224.26,281.25,Accessories,3,0,4.0,2.5
2026-01-10,14,E002,Noah,1,5,2,433.62,281.25,Internet,2,0,4.4,3.6
2026-01-10,14,E004,Liam,1,6,2,281.32,281.25,Services,4,1,4.4,3.7
2026-01-10,15,E002,Noah,1,7,3,701.82,281.25,Mobile,6,0,4.2,5.6
2026-01-10,15,E006,Arjun,1,6,1,163.95,281.25,Accessories,5,0,4.5,3.4
2026-01-10,15,E004,Liam,1,4,1,256.61,281.25,Services,4,0,4.0,3.8
2026-01-10,15,E005,Zara,1,4,1,142.2,281.25,Accessories,3,0,4.1,2.5
2026-01-10,16,E003,Mia,1,16,5,1030.55,759.38,Internet,6,2,4.3,5.0
2026-01-10,16,E002,Noah,1,14,5,1202.01,759.38,Services,8,2,4.4,7.0
2026-01-10,17,E002,Noah,1,13,5,632.39,759.38,Mobile,8,3,4.0,5.4
2026-01-10,17,E004,Liam,1,11,4,691.11,759.38,Services,4,1,4.2,4.6
2026-01-11,9,E005,Zara,1,4,1,190.84,375.0,Mobile,5,0,4.7,2.6
2026-01-11,9,E006,Arjun,1,5,1,221.37,375.0,Accessories,2,0,4.4,5.3
2026-01-11,9,E001,Ava,1,5,2,384.26,375.0,Accessories,2,1,4.7,4.2
2026-01-11,10,E002,Noah,1,7,3,334.82,375.0,Internet,3,1,4.2,3.1
2026-01-11,10,E005,Zara,1,7,3,598.16,375.0,Services,7,2,4.1,5.7
2026-01-11,10,E006,Arjun,1,8,5,629.83,375.0,Accessories,6,3,4.3,5.2
2026-01-11,11,E004,Liam,1,4,1,152.84,281.25,Mobile,4,0,3.9,2.6
2026-01-11,11,E006,Arjun,1,4,2,343.28,281.25,Mobile,5,1,4.4,1.9
2026-01-11,11,E002,Noah,1,6,2,299.04,281.25,Services,4,1,4.0,4.6
2026-01-11,11,E003,Mia,1,7,2,380.29,281.25,Accessories,6,1,3.9,5.1
2026-01-11,12,E001,Ava,1,7,2,574.32,379.69,Internet,5,0,4.4,6.1
2026-01-11,12,E006,Arjun,1,6,2,357.09,379.69,Internet,4,0,4.3,4.1
2026-01-11,12,E005,Zara,1,8,3,588.39,379.69,Services,6,1,4.3,2.4
2026-01-11,12,E003,Mia,1,6,3,734.16,379.69,Mobile,7,1,4.1,6.2
2026-01-11,13,E004,Liam,1,16,6,1401.51,759.38,Services,6,1,4.3,5.7
2026-01-11,13,E001,Ava,1,17,4,1303.94,759.38,Internet,5,0,3.6,9.2
2026-01-11,14,E003,Mia,1,8,2,348.0,375.0,Accessories,2,0,4.5,4.6
2026-01-11,14,E002,Noah,1,8,3,597.18,375.0,Accessories,4,1,4.1,3.8
2026-01-11,14,E005,Zara,1,7,1,256.52,375.0,Services,3,0,4.2,2.9
2026-01-11,15,E006,Arjun,1,5,2,272.32,375.0,Accessories,6,1,4.4,4.3
2026-01-11,15,E001,Ava,1,6,3,871.64,375.0,Services,7,1,4.2,3.6
2026-01-11,15,E002,Noah,1,9,3,691.36,375.0,Services,5,0,4.7,4.4
2026-01-11,16,E003,Mia,1,6,2,271.8,379.69,Internet,4,0,4.7,3.9
2026-01-11,16,E005,Zara,1,7,2,395.18,379.69,Internet,2,0,4.6,1.5
2026-01-11,16,E004,Liam,1,6,2,309.2,379.69,Internet,6,0,4.0,4.8
2026-01-11,16,E002,Noah,1,4,2,537.69,379.69,Accessories,2,0,4.0,5.6
2026-01-11,17,E006,Arjun,1,11,4,1040.56,506.25,Mobile,8,0,3.9,4.7
2026-01-11,17,E001,Ava,1,8,3,937.18,506.25,Mobile,4,1,4.1,5.9
2026-01-11,17,E005,Zara,1,11,4,1099.93,506.25,Accessories,4,2,4.1,5.4
2026-01-12,9,E005,Zara,1,8,3,753.06,450.0,Mobile,5,1,4.2,5.6
2026-01-12,9,E004,Liam,1,9,5,1727.98,450.0,Accessories,5,3,4.5,4.3
